"year","month","day","Pp","Tmax","Tmin"
2009,3,6,0,18.9,2.2
2009,3,7,1.4,20,0.4
2009,3,8,0,18.3,-0.6
2009,3,9,7.8,20.9,-0.4
2009,3,10,0,19.5,-0.2
2009,3,11,0,19.2,-2.8
2009,3,12,0,18,-4.2
2009,3,13,0,18.5,-5.4
2009,3,14,0.7,16,1.8
2009,3,15,0,19.6,0.8
2009,3,16,0,21.5,-1.8
2009,3,17,0,22.2,-2
2009,3,18,0,20.7,-1.8
2009,3,19,4.3,19.1,-0.2
2009,3,20,1,20.2,-0.6
2009,3,21,8.2,18.1,-1.2
2009,3,22,0,18.2,0.4
2009,3,23,0,17.4,-1
2009,3,24,0,18.5,-2.6
2009,3,25,0,20,-3.4
2009,3,26,0,18.1,-5
2009,3,27,0,19.8,-4.4
2009,3,28,0.6,18.1,-3.6
2009,3,29,0,18.8,-6.4
2009,3,30,0,20,-7.8
2009,3,31,0,20.2,-3.8
2009,4,1,0,21.2,-2
2009,4,2,0,21,-3.8
2009,4,3,0,19.8,-4.4
2009,4,4,0,21,-5
2009,4,5,0,21.2,-5.2
2009,4,6,0,19.1,-7.2
2009,4,7,0,17,-3.8
2009,4,8,15,19.2,-1.2
2009,4,9,6.2,17.8,-0.2
2009,4,10,33,19.2,-0.6
2009,4,11,2.8,18.2,-0.4
2009,4,12,0.7,16.5,1
2009,4,13,0,19.5,-3
2009,4,14,0,21,-0.4
2009,4,15,14,21.8,-0.6
2009,4,16,0,19.8,-0.2
2009,4,17,0,21,-0.8
2009,4,18,0,22.2,-2.2
2009,4,19,0,21.2,-3.6
2009,4,20,0,22.5,-3.2
2009,4,21,0,19.8,-2
2009,4,22,0,18.2,-1.6
2009,4,23,0,17.2,-6
2009,4,24,0,18.6,-6.8
2009,4,25,0,19,-7.2
2009,4,26,0,21,-7.4
2009,4,27,0,20.2,-6.8
2009,4,28,0,20,-7.6
2009,4,29,0,18,-8
2009,4,30,0,19.4,-6.2
2009,5,1,0,17,-3.6
2009,5,2,0,20,-6.2
2009,5,3,0,19.8,-8
2009,5,4,0,17.8,-8.2
2009,5,5,0,18.2,-8.2
2009,5,6,0,19,-8.6
2009,5,7,0,16.6,-8.4
2009,5,8,0,19.8,-8.2
2009,5,9,0,21,-7.6
2009,5,10,0,20.5,-7.4
2009,5,11,0.3,18.8,-6.8
2009,5,12,0,16.7,-4
2009,5,13,0,20.2,-7
2009,5,14,0,20,-9.8
2009,5,15,0,20,-10
2009,5,16,0,19.6,-12.4
2009,5,17,0,19.5,-11
2009,5,18,0,20,-10.6
2009,5,19,0,19,-6.8
2009,5,20,0,20,-6.8
2009,5,21,0,20.2,-7.6
2009,5,22,0,20.2,-7.2
2009,5,23,0,20.7,-8.2
2009,5,24,0,20.1,-10
2009,5,25,0,20,-10.4
2009,5,26,0,20,-9.4
2009,5,27,0,20.4,-7
2009,5,28,0,20.4,-8.4
2009,5,29,0,17.6,-8.6
2009,5,30,0,17.8,-13.8
2009,5,31,0,18.1,-12.4
2009,6,1,0,18.9,-13.8
2009,6,2,0,19.1,-15.2
2009,6,3,0,21,-16.6
2009,6,4,0,21.9,-14
2009,6,5,0,21.6,-12
2009,6,6,0,20.8,-11
2009,6,7,0,20,-13
2009,6,8,0,20.2,-13.2
2009,6,9,0,20.3,-14.6
2009,6,10,0,20,-16
2009,6,11,0,20,-14.2
2009,6,12,0,17.2,-14
2009,6,13,0,20,-13
2009,6,14,0,18.2,-11
2009,6,15,0,16.6,-10
2009,6,16,0,18.6,-15.2
2009,6,17,0,19.6,-14.6
2009,6,18,0,17.6,-13.4
2009,6,19,0,19,-11
2009,6,20,0,20,-12.6
2009,6,21,0,19,-12.4
2009,6,22,0,18,-12.8
2009,6,23,0,17,-11.8
2009,6,24,0,17,-7
2009,6,25,0,18,-14
2009,6,26,0,19,-14.2
2009,6,27,0,20.2,-14.8
2009,6,28,0,20.4,-15
2009,6,29,0,20,-17
2009,6,30,0,19.6,-16.2
2009,7,1,0,19,-13.2
2009,7,2,0,20,-12.2
2009,7,3,0,20.9,-14.6
2009,7,4,0,17.9,-14.2
2009,7,5,0,18,-15.2
2009,7,6,0,19.4,-14.2
2009,7,7,0,19.8,-13.2
2009,7,8,0,18.9,-13.4
2009,7,9,0,19.2,-8
2009,7,10,0,17.8,-12
2009,7,11,0,20.8,-12.2
2009,7,12,0,17.8,-10
2009,7,13,0,18.5,-9.6
2009,7,14,0,18.9,-8
2009,7,15,0,20.2,-9
2009,7,16,0,21,-10.6
2009,7,17,0,20,-9.8
2009,7,18,0,21,-10.8
2009,7,19,0,21,-11.8
2009,7,20,1.5,18,-7
2009,7,21,0,17.2,-14
2009,7,22,0,19,-15
2009,7,23,0,18.8,-14.2
2009,7,24,0,19,-9.4
2009,7,25,0.5,15.2,-12.2
2009,7,26,7.4,7.9,-5.2
2009,7,27,1.4,14.9,-4.8
2009,7,28,0,18.9,-11.4
2009,7,29,0,19.7,-13
2009,7,30,0,19,-14.2
2009,7,31,0,20.2,-11.6
2009,8,1,0,17,-9.8
2009,8,2,0,22,-12.4
2009,8,3,0,22.5,-11.4
2009,8,4,0,22.2,-12
2009,8,5,0,21,-11.6
2009,8,6,0,22,-10.4
2009,8,7,0,17,-8.2
2009,8,8,0,14,-4.6
2009,8,9,0,14.2,-15
2009,8,10,0,20.4,-13.4
2009,8,11,0,20,-9.4
2009,8,12,0,21,-12
2009,8,13,0,21,-9.4
2009,8,14,0,20,-10
2009,8,15,0,20.5,-11.8
2009,8,16,0,19,-12.6
2009,8,17,0,19.4,-15.8
2009,8,18,0,20,-16.6
2009,8,19,0,20,-16.8
2009,8,20,0,21,-16.4
2009,8,21,0,20.8,-15.6
2009,8,22,0,19,-14.8
2009,8,23,0,18.4,-16.6
2009,8,24,0,20,-19.8
2009,8,25,0,21.8,-17
2009,8,26,0,22.4,-11.2
2009,8,27,0,22,-11.8
2009,8,28,0,23,-9.6
2009,8,29,0,21,-10
2009,8,30,0,20.3,-11.6
2009,8,31,0,21.6,-11.6
2009,9,1,0,20,-10
2009,9,2,1.4,15.4,-6.6
2009,9,3,0,20.8,-12.4
2009,9,4,0,21.9,-14.8
2009,9,5,0,21.8,-15.2
2009,9,6,0,22.2,-13.2
2009,9,7,0,21,-13.6
2009,9,8,0,21.4,-15.6
2009,9,9,0,21,-15
2009,9,10,0,22,-12.8
2009,9,11,0,22.4,-10.8
2009,9,12,0,21,-8
2009,9,13,0,25.2,-9.6
2009,9,14,0,23,-11
2009,9,15,0,20.8,-3.2
2009,9,16,0,20.8,-3.4
2009,9,17,0,22,-3
2009,9,18,0,23,-7.4
2009,9,19,0,21.4,-8
2009,9,20,0,21,-10.6
2009,9,21,0,21,-10.8
2009,9,22,0,20.8,-10.6
2009,9,23,0,22.4,-12.6
2009,9,24,0,22.6,-11.2
2009,9,25,0,21.4,-9.6
2009,9,26,0,22.2,-10
2009,9,27,0,23,-5.8
2009,9,28,0.7,20.4,-4.4
2009,9,29,13,20.2,-3
2009,9,30,0,24.2,-2.6
2009,10,1,0,24,0.2
2009,10,2,0,22.2,-6.2
2009,10,3,0,24,-9.8
2009,10,4,0,24,-8
2009,10,5,0,24,-10.4
2009,10,6,0,23.8,-10.6
2009,10,7,0,24,-11.2
2009,10,8,0,25,-12.2
2009,10,9,0,23.6,-8.8
2009,10,10,0,22.2,-10.2
2009,10,11,0,21.4,-11.8
2009,10,12,0,20.8,-12
2009,10,13,0,20.4,-11
2009,10,14,0,22,-9.8
2009,10,15,0,22,-10
2009,10,16,0,21.2,-8.4
2009,10,17,0,21.2,-6.2
2009,10,18,0,22.6,-5
2009,10,19,3.8,21.8,-4.8
2009,10,20,0,22.6,-5.6
2009,10,21,0,24.9,-7
2009,10,22,0,23.8,-7.6
2009,10,23,0,20,-3
2009,10,24,2.2,19.2,-3.2
2009,10,25,0.2,20.8,-3.6
2009,10,26,0,23.6,-4.8
2009,10,27,0,22,-6.8
2009,10,28,0,24,-11.4
2009,10,29,0,23.9,-5.2
2009,10,30,0,25,-5.4
2009,10,31,0,24.8,-7
2009,11,1,0,22.9,-8.4
2009,11,2,0,19.8,-2.4
2009,11,3,0,18.2,-3.6
2009,11,4,0,21.6,-5.2
2009,11,5,0,21,-8.1
2009,11,6,0,19.6,-7.5
2009,11,7,0,19,-6.5
2009,11,8,0,21.2,-10.2
2009,11,9,0,19.6,-11.6
2009,11,10,0,23,-9.4
2009,11,11,0.9,24,-7.2
2009,11,12,2.8,24.2,-5
2009,11,13,9.9,19,-2.8
2009,11,14,0.4,20,-0.6
2009,11,15,1.4,20.4,1
2009,11,16,7.6,20.2,0.5
2009,11,17,7.3,19.4,-0.8
2009,11,18,3.1,20.4,-0.4
2009,11,19,0,24,-0.6
2009,11,20,4.2,20,1.6
2009,11,21,0,23,-1
2009,11,22,1.4,25.2,-0.7
2009,11,23,1.3,23,-0.4
2009,11,24,2.8,23,-0.8
2009,11,25,0,22,-2.8
2009,11,26,1.2,25.2,-2.4
2009,11,27,2.5,23,0.6
2009,11,28,3,19.4,1.8
2009,11,29,3.5,21.4,1
2009,11,30,1.9,21.6,-2
2009,12,1,0,22,0.6
2009,12,2,1.6,23.4,-5.2
2009,12,3,0,21.6,0.8
2009,12,4,0,23,-4.6
2009,12,5,0,21.8,-6
2009,12,6,0,20,-6.2
2009,12,7,0,20,-6.4
2009,12,8,0,21,-9.4
2009,12,9,4.1,22,-1.4
2009,12,10,0.2,20.4,0.6
2009,12,11,0,23.2,-3.2
2009,12,12,0,23.8,-7.2
2009,12,13,0,23.2,-2.2
2009,12,14,0,26.2,-3.4
2009,12,15,0,26,-4.2
2009,12,16,3.6,24.2,-5
2009,12,17,0,20.8,-0.6
2009,12,18,3.7,21,0.2
2009,12,19,3.9,20,0.4
2009,12,20,0,21,1
2009,12,21,0,20,-1.8
2009,12,22,0.5,24,-4.8
2009,12,23,5.6,23,-1.6
2009,12,24,0.8,22.1,-1.4
2009,12,25,5.4,17,0.6
2009,12,26,0,21.2,-1
2009,12,27,3.7,21,-0.8
2009,12,28,0,20,-1.2
2009,12,29,0,20.6,-4.6
2009,12,30,0,21.8,-4
2009,12,31,0,20,-4.2
2010,1,1,0,23,-6.4
2010,1,2,0,23,-2.8
2010,1,3,6.5,20.2,-3.6
2010,1,4,15.2,20.8,0.4
2010,1,5,0.9,23.4,1
2010,1,6,4.2,22,0.8
2010,1,7,0.6,23,-1
2010,1,8,5.8,21,0.4
2010,1,9,2,17.6,-1.2
2010,1,10,15,20.6,1.8
2010,1,11,15,14.4,0.6
2010,1,12,0.3,18,-1
2010,1,13,0,20,0
2010,1,14,24.3,18,0.2
2010,1,15,6.9,17,0.8
2010,1,16,10.1,22,0.4
2010,1,17,6.8,21.8,0.6
2010,1,18,1.8,19,0.8
2010,1,19,0,20.4,-0.2
2010,1,20,0,20.4,-2.4
2010,1,21,2.9,22.3,0.6
2010,1,22,0.3,21,2
2010,1,23,5,18,1.8
2010,1,24,26.8,20,1
2010,1,25,0,17.8,-0.6
2010,1,26,0,18,-1.8
2010,1,27,0,20.9,-2.4
2010,1,28,0,21.5,-0.2
2010,1,29,0,20.9,-0.6
2010,1,30,4.3,20.4,-2
2010,1,31,7.9,21.7,-0.6
2010,2,1,4.1,18.8,0.8
2010,2,2,0.8,19.8,0.6
2010,2,3,0,22.7,2
2010,2,4,2.5,20,1.6
2010,2,5,0,16,2.2
2010,2,6,0,19.4,-0.4
2010,2,7,13.7,19.2,-0.9
2010,2,8,27.5,22.8,-1.4
2010,2,9,1.6,21.6,0.4
2010,2,10,0,22,-1
2010,2,11,0,21,-2.6
2010,2,12,3.5,22.4,-1.4
2010,2,13,7.1,18,0.6
2010,2,14,6.5,21.4,-1.4
2010,2,15,5.2,17,-0.4
2010,2,16,6.4,20,-1
2010,2,17,7.7,19.6,1.4
2010,2,18,10.5,22,-1
2010,2,19,6.9,19,-1.2
2010,2,20,7.6,19,-1
2010,2,21,19,20.2,-1
2010,2,22,19.6,18,-1.4
2010,2,23,0.9,17.6,0.2
2010,2,24,14,16.4,2.6
2010,2,25,7.5,18,1
2010,2,26,12.9,17,2.8
2010,2,27,0,20.3,-1.4
2010,2,28,4.3,19.6,1.3
2010,3,1,0,21.6,2.6
2010,3,2,0,21.4,-0.2
2010,3,3,17.1,21,0.4
2010,3,4,7.3,18,0.8
2010,3,5,2.6,19.8,0.8
2010,3,6,8,20,1.6
2010,3,7,0,22.6,1.2
2010,3,8,0,23.4,-0.6
2010,3,9,0,23,-0.2
2010,3,10,0,24.4,-1.4
2010,3,11,0,23,-1.6
2010,3,12,16.7,19,0.2
2010,3,13,0,21,-2.6
2010,3,14,0,23,-3
2010,3,15,0,21.8,0
2010,3,16,9.8,18,2.2
2010,3,17,0.5,22.4,0.2
2010,3,18,0,21.4,-1.2
2010,3,19,1.6,23,-0.8
2010,3,20,0,23,2.2
2010,3,21,7.9,22,-0.7
2010,3,22,0,20,0.4
2010,3,23,0,21.4,-3
2010,3,24,5,21,-2.2
2010,3,25,0,21,0.4
2010,3,26,0.6,19.6,0.8
2010,3,27,7.9,20,-0.2
2010,3,28,0,21,0.4
2010,3,29,0,21.4,-2.2
2010,3,30,0,22.7,-2.4
2010,3,31,0,21,-2.4
2010,4,1,0,21.4,-4.6
2010,4,2,0,22.8,-1
2010,4,3,6,21.3,-1.4
2010,4,4,5,18.8,2.1
2010,4,5,0.4,20.7,1.8
2010,4,6,4.2,18.8,0
2010,4,7,0.8,21.8,0.4
2010,4,8,4.9,19.4,0.8
2010,4,9,0,19.6,0.2
2010,4,10,0,21.5,-3.8
2010,4,11,0,21,-4.6
2010,4,12,0,22.4,-5.8
2010,4,13,0,20,-4.6
2010,4,14,0,21,-4.4
2010,4,15,0,21,-5
2010,4,16,0,20,-4.4
2010,4,17,0,19.6,-1.4
2010,4,18,0,21,-1.1
2010,4,19,0,21.8,-1.4
2010,4,20,1.9,21.4,0.4
2010,4,21,0.6,22,-1
2010,4,22,0,22.2,-2.4
2010,4,23,0,22,-2.2
2010,4,24,0,23.6,-4.4
2010,4,25,0,22.2,-6.8
2010,4,26,0,23,-8.4
2010,4,27,0,23.4,-7.4
2010,4,28,0,24,-6.6
2010,4,29,0,22.3,-4.2
2010,4,30,2.7,14.4,1.6
2010,5,1,2.6,17.4,0.6
2010,5,2,0,18,-2
2010,5,3,0,19.4,-9.4
2010,5,4,0,19.2,-8.2
2010,5,5,0,20,-8.4
2010,5,6,0,22.8,-10.2
2010,5,7,0,22.8,-7.8
2010,5,8,0,24,-8
2010,5,9,0,23,-9.4
2010,5,10,0,21.4,-10.4
2010,5,11,0,18.8,-12
2010,5,12,0,21,-10
2010,5,13,0.6,21.4,-7
2010,5,14,0.8,16.8,-6.8
2010,5,15,0,16,-6.4
2010,5,16,0,16.6,-4.8
2010,5,17,0,20,-7.2
2010,5,18,0,22.6,-8.6
2010,5,19,0,22,-7
2010,5,20,0,21.4,-4.8
2010,5,21,0,17.8,-4
2010,5,22,0,20,-7.8
2010,5,23,0,18.6,-7.4
2010,5,24,0,18,-7.8
2010,5,25,0,19.8,-9.2
2010,5,26,0.6,16,-5.4
2010,5,27,2.6,18,-0.2
2010,5,28,0,19,0
2010,5,29,0,18,-6.2
2010,5,30,0,19,-7.2
2010,5,31,0,19,-7.6
2010,6,1,0,17.4,-8
2010,6,2,0,18.6,-9.6
2010,6,3,0,21.2,-10.8
2010,6,4,0,19.6,-9.6
2010,6,5,0,22,-9
2010,6,6,0,19.8,-7.8
2010,6,7,0,20.2,-8.8
2010,6,8,0,22,-9.6
2010,6,9,0,23,-10
2010,6,10,0,21.4,-8.8
2010,6,11,0,22,-9.8
2010,6,12,0,21.8,-10.8
2010,6,13,0,20.8,-9.2
2010,6,14,0,20,-10.6
2010,6,15,0,21,-10.2
2010,6,16,0,21,-9.4
2010,6,17,0,19.6,-9
2010,6,18,0,18.8,-10.4
2010,6,19,0,19,-10
2010,6,20,0,21.8,-8
2010,6,21,0.4,21,-6.2
2010,6,22,0,23.4,-6.6
2010,6,23,0,22,-8
2010,6,24,0,22,-9.4
2010,6,25,0,22,-8
2010,6,26,0,21,-9.4
2010,6,27,0,21,-9.6
2010,6,28,0,18.2,-9.4
2010,6,29,0,20,-7.4
2010,6,30,0,20.6,-11.4
2010,7,1,0,20,-10.4
2010,7,2,0,21.8,-10.6
2010,7,3,0,21,-9.8
2010,7,4,0,18.4,-10
2010,7,5,0,21,-10.8
2010,7,6,0,18.2,-12.4
2010,7,7,0,21,-14.4
2010,7,8,0,20,-11.6
2010,7,9,0,20,-13
2010,7,10,0,20.4,-11.6
2010,7,11,0,18.6,-16.8
2010,7,12,0,19.4,-17.6
2010,7,13,0,19.2,-16
2010,7,14,0,17.6,-14.8
2010,7,15,0,17,-12
2010,7,16,0.3,18,-13.6
2010,7,17,0,16,-9.8
2010,7,18,0,19,-16.2
2010,7,19,0,20,-17.8
2010,7,20,0,19.6,-15
2010,7,21,0,20,-12
2010,7,22,0,21,-15.2
2010,7,23,0,21.6,-15
2010,7,24,0,21.4,-14.2
2010,7,25,0,23.8,-14
2010,7,26,0,21.8,-12.2
2010,7,27,0,21,-13
2010,7,28,0,22.2,-14.4
2010,7,29,0,20.8,-12
2010,7,30,0,18,-12.8
2010,7,31,0,18,-13
2010,8,1,0,19.4,-16
2010,8,2,0,21,-12.4
2010,8,3,0,20.4,-9.6
2010,8,4,0,20.2,-12.8
2010,8,5,0,24,-13.2
2010,8,6,0,23.8,-11.2
2010,8,7,0,22.6,-12
2010,8,8,0,25,-12.2
2010,8,9,0,21.8,-12.8
2010,8,10,0,22.2,-13
2010,8,11,0,20.4,-12.4
2010,8,12,0,20,-10.8
2010,8,13,0,22,-13.2
2010,8,14,0,22.6,-11.8
2010,8,15,0,21,-11.2
2010,8,16,0,21.4,-10.8
2010,8,17,0,22,-10
2010,8,18,0,22.8,-12
2010,8,19,0,22,-11.8
2010,8,20,0,20.8,-11.6
2010,8,21,0,19.4,-12
2010,8,22,0,22,-11.2
2010,8,23,0,21,-10.8
2010,8,24,0,23.8,-9
2010,8,25,0,23.8,-9.6
2010,8,26,0,22.5,-9.4
2010,8,27,0,21.6,-10
2010,8,28,0,22,-11.6
2010,8,29,0,22,-12.2
2010,8,30,0,21,-9.2
2010,8,31,0,18,-7.8
2010,9,1,3.3,9.8,-4.2
2010,9,2,0,16,-4
2010,9,3,0,20.6,-2.8
2010,9,4,0,22.4,-6.9
2010,9,5,0,20,-9.2
2010,9,6,0,24,-10.4
2010,9,7,0,24.8,-8.2
2010,9,8,0,24.2,-8.4
2010,9,9,0,24.4,-8
2010,9,10,0,22.6,-9
2010,9,11,0,24,-9.2
2010,9,12,0,20,-8.6
2010,9,13,0,20.6,-12.8
2010,9,14,0,24,-15.8
2010,9,15,0,23.6,-11.4
2010,9,16,0,24.8,-8
2010,9,17,0,24.2,-9
2010,9,18,0,24,-11.8
2010,9,19,0,23,-11.4
2010,9,20,0,23.2,-11.6
2010,9,21,0,22.9,-10.4
2010,9,22,0,21,-9.6
2010,9,23,0,22.8,-10.6
2010,9,24,0,23,-9
2010,9,25,0,21,-8.4
2010,9,26,0,24.2,-11
2010,9,27,0,23.4,-10.8
2010,9,28,0,22.8,-12
2010,9,29,0,23.4,-13.4
2010,9,30,0,23,-12.4
2010,10,1,0,20.6,-11
2010,10,2,0,21.8,-5.6
2010,10,3,0,20,-9
2010,10,4,0,23.2,-17.2
2010,10,5,0,23.4,-13.4
2010,10,6,0,21.8,-10.2
2010,10,7,0,24.2,-12.6
2010,10,8,0,21.6,-7.8
2010,10,9,0,24.4,-7.2
2010,10,10,3.6,24.2,-7
2010,10,11,2.1,19,-1.2
2010,10,12,4.5,16,-1
2010,10,13,0,15.8,-5.8
2010,10,14,0,22,-6.4
2010,10,15,0,22,-7
2010,10,16,0,22.8,-6
2010,10,17,0,24,-4.4
2010,10,18,0,21,-7.8
2010,10,19,0,22,-9.4
2010,10,20,0,20,-4
2010,10,21,0,20,-6.8
2010,10,22,0,21,-9.8
2010,10,23,0,21,-14.8
2010,10,24,0,20,-9
2010,10,25,0,21,-10.6
2010,10,26,0,24,-6
2010,10,27,0,24.4,-6.8
2010,10,28,0,22,-7.6
2010,10,29,0,21.4,-9.8
2010,10,30,0,20,-8
2010,10,31,0,23,-6.6
2010,11,1,0,23,-8.7
2010,11,2,0,22.6,-9.4
2010,11,3,0,22,-9.8
2010,11,4,0,21.2,-13.8
2010,11,5,0,25,-14
2010,11,6,0,23.2,-9
2010,11,7,0,21,-11.6
2010,11,8,0,20.8,-11.4
2010,11,9,0,22.9,-15
2010,11,10,0,23,-6.2
2010,11,11,0.7,22.8,-0.8
2010,11,12,13.5,19,-0.4
2010,11,13,0,23,-5.4
2010,11,14,0,23,-5.3
2010,11,15,0,23,-5.4
2010,11,16,0,21.4,-9
2010,11,17,0,21,-9
2010,11,18,0,19.5,-8.4
2010,11,19,0,20.6,-9.5
2010,11,20,0,22,-8.2
2010,11,21,0,23,-7.8
2010,11,22,0,19.6,-6.8
2010,11,23,0,20,-7.7
2010,11,24,0,20.6,-9
2010,11,25,0,22.5,-8
2010,11,26,0,24.9,-6
2010,11,27,0.2,22,-4.8
2010,11,28,0,25,-4.6
2010,11,29,0,22.8,-2.6
2010,11,30,0,22.3,-6
2010,12,1,0,23,-5.2
2010,12,2,0,25,-6
2010,12,3,0,25,-7
2010,12,4,1.3,22.5,-6.6
2010,12,5,14.6,16.8,-2
2010,12,6,0.5,19.6,0.2
2010,12,7,6.5,19.8,-1.2
2010,12,8,4.8,20.4,0.4
2010,12,9,15.4,18,0.6
2010,12,10,5.3,18,0.8
2010,12,11,0.6,19,0.6
2010,12,12,9.5,18,1
2010,12,13,0,18.2,0.4
2010,12,14,0,20,-4.4
2010,12,15,0,20.3,-7
2010,12,16,0,20,-5
2010,12,17,0,20,-4.2
2010,12,18,0,19.8,-5.8
2010,12,19,0,20,-4.8
2010,12,20,0.3,21.6,-0.8
2010,12,21,0.4,20,0
2010,12,22,17,22,1.2
2010,12,23,6.2,15,1
2010,12,24,0.5,14.8,0.8
2010,12,25,9.4,19.6,0.6
2010,12,26,2.6,16.2,0.4
2010,12,27,6.9,18,0.2
2010,12,28,4.9,14,2
2010,12,29,6.3,15.4,2.2
2010,12,30,0,18.4,1.6
2010,12,31,0,18.8,-3.8
