"year","month","day","Pp","Tmax","Tmin"
2001,7,2,0,NA,-6.5
2001,7,3,0,NA,-7
2001,7,4,0,NA,-5.4
2001,7,5,4.9,NA,-4.1
2001,7,6,0,NA,-0.4
2001,7,7,0,NA,-0.6
2001,7,8,0,NA,-6.6
2001,7,9,0,NA,-7.7
2001,7,10,0,NA,-7.5
2001,7,11,0,NA,-8.4
2001,7,12,0,NA,-9.1
2001,7,13,0,NA,-8.1
2001,7,14,0,NA,-9
2001,7,15,0,NA,-9.2
2001,7,16,0,NA,-9.1
2001,7,17,0,NA,-8.8
2001,7,18,0,NA,-8.5
2001,7,19,0,NA,-8.3
2001,7,20,0,NA,-8.4
2001,7,21,0,NA,-7.8
2001,7,22,0,NA,-8.3
2001,7,23,0,NA,-8.6
2001,7,24,0,NA,-9.2
2001,7,25,0,NA,-8.3
2001,7,26,0,NA,-8.4
2001,7,27,0,NA,-7.8
2001,7,28,0,NA,-3.2
2001,7,29,0,NA,-9.6
2001,7,30,0,NA,-8.6
2001,7,31,0,NA,-6.8
2001,8,1,0,NA,-5.7
2001,8,2,0,NA,-7.8
2001,8,3,0,NA,-8.7
2001,8,4,0,NA,-8.1
2001,8,5,0,NA,-7.6
2001,8,6,0,NA,-7.8
2001,8,7,0,NA,-5.8
2001,8,8,0,NA,-3.2
2001,8,9,0,NA,-4.1
2001,8,10,0,NA,-5.1
2001,8,11,0,NA,-5.5
2001,8,12,0,NA,-6.9
2001,8,13,0,NA,-7.4
2001,8,14,0,NA,-7.6
2001,8,15,1.5,NA,-6
2001,8,16,7,NA,0.6
2001,8,17,0,NA,-0.6
2001,8,18,0,NA,-2.9
2001,8,19,14.5,NA,-4.5
2001,8,20,0,NA,-0.2
2001,8,21,0,NA,-2.9
2001,8,22,0,NA,-1.4
2001,8,23,0,NA,-3.6
2001,8,24,0,NA,-3.2
2001,8,25,0,NA,-5.7
2001,8,26,0,NA,-5.8
2001,8,27,0,NA,-7.8
2001,8,28,0,NA,-7.6
2001,8,29,0,NA,-5.6
2001,8,30,0,NA,-5.2
2001,8,31,0,NA,-3.5
2001,9,1,0,NA,-2.1
2001,9,2,0,NA,-4.8
2001,9,3,0,NA,-3.7
2001,9,4,0,NA,-3.8
2001,9,5,0,NA,-0.2
2001,9,6,0,NA,1.9
2001,9,7,0,NA,-1.4
2001,9,8,0,NA,-1.2
2001,9,9,0,NA,-1.1
2001,9,10,0,NA,-0.6
2001,9,11,0,NA,0.2
2001,9,12,0,NA,0.3
2001,9,13,0,NA,-2.7
2001,9,14,0,NA,2.2
2001,9,15,0,NA,-1.8
2001,9,16,0,NA,-4
2001,9,17,0,NA,-5.9
2001,9,18,0,NA,-6.9
2001,9,19,0,NA,-3.6
2001,9,20,0,NA,-5.4
2001,9,21,0,NA,-4.8
2001,9,22,0,NA,-2.8
2001,9,23,0,NA,-2.4
2001,9,24,0,NA,-3.4
2001,9,25,0,NA,-6.9
2001,9,26,0,NA,-8.1
2001,9,27,0,NA,-7.9
2001,9,28,0,NA,-5
2001,9,29,0,NA,-4.8
2001,9,30,0,NA,-1.7
2001,10,1,0,NA,-1.6
2001,10,2,0,NA,-1.7
2001,10,3,0,NA,-1.9
2001,10,4,0,NA,2.2
2001,10,5,2.9,NA,5
2001,10,6,9,NA,4.5
2001,10,7,0,NA,2.5
2001,10,8,0,NA,-4.1
2001,10,9,0,NA,-4.2
2001,10,10,0,NA,-4.6
2001,10,11,0,NA,-0.6
2001,10,12,0,NA,-0.8
2001,10,13,0,NA,-2
2001,10,14,0,NA,-1.6
2001,10,15,0,NA,-2
2001,10,16,0,NA,-3
2001,10,17,0,NA,-2.4
2001,10,18,0,NA,-6.6
2001,10,19,0,NA,-5
2001,10,20,0,NA,-6
2001,10,21,0,NA,-6
2001,10,22,0,NA,-4.4
2001,10,23,0,NA,-1.8
2001,10,24,0,NA,1.9
2001,10,25,3,NA,1.5
2001,10,26,1.4,NA,2.9
2001,10,27,0,NA,3
2001,10,28,0,NA,4.3
2001,10,29,0,NA,-0.4
2001,10,30,0,NA,0
2001,10,31,0,NA,2.4
2001,11,1,0,NA,5.1
2001,11,2,0,NA,3.2
2001,11,3,0,NA,-2.7
2001,11,4,0,NA,-5.6
2001,11,5,0,NA,-5.8
2001,11,6,0,NA,-2.8
2001,11,7,0,NA,-1.8
2001,11,8,0,NA,-1.1
2001,11,9,0,NA,2.3
2001,11,10,0,NA,-0.2
2001,11,11,0,NA,-1.1
2001,11,12,0,NA,-0.9
2001,11,13,0,NA,-1.2
2001,11,14,0,NA,-4.6
2001,11,15,0,NA,-3.6
2001,11,16,0,NA,-2.5
2001,11,17,0,NA,-1.3
2001,11,18,0,NA,-3.8
2001,11,19,0,NA,-3.7
2001,11,20,0,NA,-1.6
2001,11,21,0,NA,-0.7
2001,11,22,1.9,NA,0.6
2001,11,23,0,NA,5.4
2001,11,24,0,NA,-1.2
2001,11,25,0,NA,0.8
2001,11,26,0,NA,2.2
2001,11,27,3.9,NA,2
2001,11,28,0.9,NA,4.4
2001,11,29,0,NA,5.3
2001,11,30,0,NA,4.2
2001,12,1,0,NA,-2.4
2001,12,2,0,NA,-2.6
2001,12,3,0,NA,-1.2
2001,12,4,0,NA,-3.6
2001,12,5,0,NA,-2.8
2001,12,6,0,NA,-0.8
2001,12,7,0,NA,-0.6
2001,12,8,4.5,NA,-0.3
2001,12,9,0,NA,3.4
2001,12,10,0,NA,0.5
2001,12,11,0,NA,-2
2001,12,12,0,NA,-0.8
2001,12,13,0,NA,-3.7
2001,12,14,1.4,NA,4.8
2001,12,15,6.6,NA,2
2001,12,16,7.9,NA,2.1
2001,12,17,2.9,NA,6.1
2001,12,18,1.7,NA,3.5
2001,12,19,0,NA,3.3
2001,12,20,0,NA,3.6
2001,12,21,0,NA,-0.6
2001,12,22,0,NA,-0.9
2001,12,23,0,NA,-0.6
2001,12,24,0,NA,0.4
2001,12,25,0,NA,-0.2
2001,12,26,0,NA,-0.9
2001,12,27,0,NA,-0.8
2001,12,28,3.5,NA,3
2001,12,29,3.8,NA,5.7
2001,12,30,0,NA,4.4
2001,12,31,0,NA,-0.1
2002,1,1,0,NA,-0.2
2002,1,2,0,NA,0.1
2002,1,3,0,NA,0
2002,1,4,0,NA,0.1
2002,1,5,0,NA,-0.3
2002,1,6,0,NA,2
2002,1,7,0,NA,-0.8
2002,1,8,0,NA,-4.9
2002,1,9,0,NA,-1.6
2002,1,10,0,NA,-1
2002,1,11,2.1,NA,0.9
2002,1,12,0,NA,4.9
2002,1,13,0,NA,-0.4
2002,1,14,1,NA,0.8
2002,1,15,1.5,NA,3.8
2002,1,16,0,NA,2.6
2002,1,17,0,NA,2.8
2002,1,18,1.8,NA,4.9
2002,1,19,0,NA,6.2
2002,1,20,0,NA,3.1
2002,1,21,2.9,NA,2.3
2002,1,22,8.4,NA,5.5
2002,1,23,11.3,NA,6.1
2002,1,24,14.6,NA,4.9
2002,1,25,7.3,NA,5.9
2002,1,26,0,NA,4.1
2002,1,27,0,NA,3.8
2002,1,28,13.3,NA,4.5
2002,1,29,5.9,NA,6.4
2002,1,30,16,NA,6.8
2002,1,31,39.4,NA,5.9
2002,2,1,30,NA,5.1
2002,2,2,9.3,NA,5.4
2002,2,3,3.4,NA,5.6
2002,2,4,14,NA,5.7
2002,2,5,14.8,NA,5.4
2002,2,6,3,NA,4.3
2002,2,7,0,NA,4.5
2002,2,8,3.6,NA,4.6
2002,2,9,10.4,NA,4.9
2002,2,10,7.4,NA,4.8
2002,2,11,5.3,NA,4.6
2002,2,12,8.2,NA,6
2002,2,13,10.2,NA,5.8
2002,2,14,11.8,NA,5.7
2002,2,15,2.3,NA,6.1
2002,2,16,19.6,NA,4.5
2002,2,17,11.4,NA,3.4
2002,2,18,31.5,NA,4.2
2002,2,19,0.5,NA,6
2002,2,20,4.7,NA,5.4
2002,2,21,2,NA,5.9
2002,2,22,0,NA,5.7
2002,2,23,16.2,NA,5.6
2002,2,24,4.1,NA,3.5
2002,2,25,0,NA,6.8
2002,2,26,0,NA,7.2
2002,2,27,0.9,NA,5
2002,2,28,8.9,NA,2.3
2002,3,1,15.5,NA,3.5
2002,3,2,11.4,NA,4.3
2002,3,3,7.7,NA,5.7
2002,3,4,7.2,NA,5.4
2002,3,5,0,NA,4.3
2002,3,6,12.7,NA,6.4
2002,3,7,6.9,NA,5.1
2002,3,8,20,NA,5.2
2002,3,9,2.7,NA,0.5
2002,3,10,0,NA,6.6
2002,3,11,2,NA,5.6
2002,3,12,5.8,NA,7.3
2002,3,13,5.4,NA,6.2
2002,3,14,6.2,NA,5
2002,3,15,2.1,NA,4.9
2002,3,16,0,NA,5.3
2002,3,17,0,NA,5.6
2002,3,18,0,NA,4.9
2002,3,19,0,NA,2.2
2002,3,20,12.9,NA,2.1
2002,3,21,0,NA,5.3
2002,3,22,0,NA,4.1
2002,3,23,0.7,NA,4.3
2002,3,24,0,NA,3.5
2002,3,25,1.3,NA,3.6
2002,3,26,0,NA,5.7
2002,3,27,0,NA,3.7
2002,3,28,3.9,NA,2.8
2002,3,29,1.3,NA,5.5
2002,3,30,2.2,NA,4.7
2002,3,31,0.2,NA,5.9
2002,4,1,0,NA,6.4
2002,4,2,3.1,NA,1.8
2002,4,3,3.4,NA,3.8
2002,4,4,0,NA,3.3
2002,4,5,3.7,NA,1.9
2002,4,6,0,NA,3.6
2002,4,7,0.2,NA,3.4
2002,4,8,0,NA,2.4
2002,4,9,2.5,NA,2.3
2002,4,10,3.5,NA,3.3
2002,4,11,5.7,NA,5.2
2002,4,12,0,NA,4.5
2002,4,13,4.9,NA,2.8
2002,4,14,1.1,NA,3.6
2002,4,15,0,NA,4.5
2002,4,16,0,NA,4.1
2002,4,17,2.1,NA,2
2002,4,18,9.8,NA,2.3
2002,4,19,0,NA,5.1
2002,4,20,1,NA,1.6
2002,4,21,20.1,NA,4.2
2002,4,22,3.9,NA,3.9
2002,4,23,0,NA,4
2002,4,24,0,NA,2.8
2002,4,25,0,NA,-0.2
2002,4,26,0,NA,0.7
2002,4,27,0,NA,0.3
2002,4,28,0,NA,0.9
2002,4,29,0,NA,-2.1
2002,4,30,0,NA,-2.3
2002,5,1,0,NA,-1.4
2002,5,2,0,NA,0.1
2002,5,3,0,NA,3.2
2002,5,4,0,NA,4.3
2002,5,5,0,NA,3.6
2002,5,6,0,NA,-1.7
2002,5,7,0,NA,1.6
2002,5,8,0,NA,-2
2002,5,9,0,NA,-2.1
2002,5,10,2.1,NA,-0.5
2002,5,11,0,NA,-0.6
2002,5,12,0,NA,-1.2
2002,5,13,0,NA,-0.7
2002,5,14,0,NA,-1
2002,5,15,0,NA,-2.6
2002,5,16,0,NA,-2.9
2002,5,17,0,NA,-0.8
2002,5,18,0,NA,-2.3
2002,5,19,0,NA,-4.8
2002,5,20,0,NA,-5.1
2002,5,21,0,NA,-6
2002,5,22,0,NA,-5.6
2002,5,23,0,NA,1.3
2002,5,24,0,NA,0.2
2002,5,25,0,NA,0.3
2002,5,26,0,NA,-3
2002,5,27,0,NA,-1.2
2002,5,28,0,NA,-4.5
2002,5,29,0,NA,-5.3
2002,5,30,0,NA,-5
2002,5,31,0,NA,-3.8
2002,6,1,0,NA,-4.2
2002,6,2,0,NA,-5.2
2002,6,3,0,NA,-5.3
2002,6,4,0,NA,-4.5
2002,6,5,0,NA,-5.9
2002,6,6,0,NA,-6.6
2002,6,7,0,NA,-5.2
2002,6,8,0,NA,-5.4
2002,6,9,0,NA,-3.6
2002,6,10,0,NA,-4.6
2002,6,11,0,NA,-4.1
2002,6,12,0,NA,-3.8
2002,6,13,0,NA,-3.3
2002,6,14,0,NA,-4.2
2002,6,15,0,NA,-5.5
2002,6,16,0,NA,-2.3
2002,6,17,0,NA,-5.3
2002,6,18,0,NA,-8.4
2002,6,19,0,NA,-6.5
2002,6,20,0,NA,-5.7
2002,6,21,0,NA,-6.1
2002,6,22,0,NA,-4.8
2002,6,23,0,NA,-5.3
2002,6,24,0,NA,-2.8
2002,6,25,0,NA,-2.6
2002,6,26,0,NA,-2
2002,6,27,0.5,NA,-4.9
2002,6,28,0,NA,0.1
2002,6,29,0,NA,-2.8
2002,6,30,3.3,NA,-2.4
2002,7,1,0,NA,2.5
2002,7,2,0,NA,-1.6
2002,7,3,0,NA,1.3
2002,7,4,0,NA,-5.2
2002,7,5,0,NA,-3.1
2002,7,6,0,NA,-6.7
2002,7,7,0,NA,-8.6
2002,7,8,0,NA,-9.4
2002,7,9,12.5,NA,-4.1
2002,7,10,16.1,NA,0.6
2002,7,11,0,NA,-0.7
2002,7,12,0,NA,-1.2
2002,7,13,0,NA,0.4
2002,7,14,0,NA,-2
2002,7,15,0,NA,-4.5
2002,7,16,0,NA,-5.2
2002,7,17,0,NA,-1.4
2002,7,18,0,NA,-4.3
2002,7,19,0,NA,-5
2002,7,20,0,NA,-6.9
2002,7,21,0,NA,-8.8
2002,7,22,0,NA,-8.3
2002,7,23,0,NA,-6.9
2002,7,24,0,NA,-6.5
2002,7,25,0,NA,-5.6
2002,7,26,0,NA,-4
2002,7,27,0,NA,-6.8
2002,7,28,0,NA,-0.1
2002,7,29,0,NA,-2.8
2002,7,30,0,NA,-5.2
2002,7,31,0,NA,-5.4
2002,8,1,0,NA,-7
2002,8,2,0,NA,-5.6
2002,8,3,0,NA,-4.4
2002,8,4,0,NA,-3.4
2002,8,5,0,NA,-4.4
2002,8,6,0,NA,-3.6
2002,8,7,0,NA,0.2
2002,8,8,0,NA,-3.8
2002,8,9,0,NA,-3.9
2002,8,10,0,NA,-3.6
2002,8,11,0,NA,-4.6
2002,8,12,0,NA,-4.9
2002,8,13,0,NA,-5.3
2002,8,14,0,NA,-2.6
2002,8,15,0.2,NA,-3.1
2002,8,16,0,NA,-4
2002,8,17,0,NA,-4.3
2002,8,18,0,NA,-5.3
2002,8,19,0,NA,-7.1
2002,8,20,0,NA,-6.4
2002,8,21,0,NA,-6.2
2002,8,22,0,NA,-6.3
2002,8,23,0,NA,-6.4
2002,8,24,0,NA,-6.2
2002,8,25,0,NA,-4.8
2002,8,26,0,NA,-3.8
2002,8,27,0,NA,-4.6
2002,8,28,0,NA,-8.4
2002,8,29,0,NA,-7.1
2002,8,30,0,NA,-8.6
2002,8,31,0,NA,-3.1
2002,9,1,0,NA,0.1
2002,9,2,0,NA,0.5
2002,9,3,0.2,NA,-2.6
2002,9,4,3.7,NA,1.2
2002,9,5,0,NA,-1.8
2002,9,6,0,NA,-5.1
2002,9,7,0,NA,-5.2
2002,9,8,0,NA,-3.8
2002,9,9,1.5,NA,-3.3
2002,9,10,4.4,NA,0.2
2002,9,11,0,NA,1.6
2002,9,12,0,NA,1.8
2002,9,13,0,NA,1
2002,9,14,0,NA,-4.7
2002,9,15,0,NA,-5.2
2002,9,16,0,NA,-5.3
2002,9,17,2,NA,-2.7
2002,9,18,0,NA,2
2002,9,19,0,NA,1
2002,9,20,0,NA,-3.1
2002,9,21,0,NA,-2.4
2002,9,22,0,NA,-1.9
2002,9,23,0,NA,-4.4
2002,9,24,0,NA,-4
2002,9,25,0,NA,-5.2
2002,9,26,0,NA,-2.8
2002,9,27,0,NA,-3
2002,9,28,0,NA,-2.8
2002,9,29,0,NA,-2.7
2002,9,30,0,NA,-1.9
2002,10,1,7,NA,-0.1
2002,10,2,0,NA,-0.2
2002,10,3,0,NA,1.9
2002,10,4,0,NA,0.9
2002,10,5,0,NA,0.7
2002,10,6,0,NA,0
2002,10,7,0,NA,-2.3
2002,10,8,0,NA,1.9
2002,10,9,3.4,NA,0.3
2002,10,10,0,NA,4.8
2002,10,11,0,NA,1.9
2002,10,12,2.6,NA,1.5
2002,10,13,0,NA,2.4
2002,10,14,0,NA,-1
2002,10,15,0,NA,-3.1
2002,10,16,0,NA,-4.7
2002,10,17,0,NA,-4.8
2002,10,18,0,NA,-3.1
2002,10,19,0,NA,-0.2
2002,10,20,0,NA,-1.2
2002,10,21,0,NA,0
2002,10,22,0,NA,1.6
2002,10,23,0,NA,4.9
2002,10,24,2.2,NA,1.7
2002,10,25,0,NA,1.6
2002,10,26,0,NA,0.1
2002,10,27,0,NA,-0.3
2002,10,28,0,NA,-2.3
2002,10,29,0,NA,-2.8
2002,10,30,0,NA,0.3
2002,10,31,0,NA,1.2
2002,11,1,0,NA,-0.1
2002,11,2,0,NA,1.7
2002,11,3,0,NA,-2.8
2002,11,4,0,NA,-0.2
2002,11,5,0,NA,-1
2002,11,6,0,NA,-3.6
2002,11,7,0,NA,-3
2002,11,8,0,NA,-2.2
2002,11,9,0,NA,-1.9
2002,11,10,0,NA,-1.7
2002,11,11,0,NA,-1.8
2002,11,12,0,NA,-1.9
2002,11,13,0,NA,-1.7
2002,11,14,4.3,NA,-1.5
2002,11,15,2.3,NA,3.9
2002,11,16,6.5,NA,4.2
2002,11,17,2.7,NA,4.5
2002,11,18,1,NA,1.2
2002,11,19,0.2,NA,2.5
2002,11,20,9.9,NA,3.3
2002,11,21,24.1,NA,4.7
2002,11,22,0,NA,2.6
2002,11,23,2.9,NA,3.8
2002,11,24,2.8,NA,4.6
2002,11,25,2.2,NA,4.2
2002,11,26,1.6,NA,6.1
2002,11,27,0,NA,5.1
2002,11,28,0,NA,2.6
2002,11,29,0,NA,0.6
2002,11,30,0,NA,0.5
2002,12,1,1.9,NA,0.8
2002,12,2,4.7,NA,5
2002,12,3,6.2,NA,6.3
2002,12,4,10.4,NA,5.6
2002,12,5,0,NA,2.8
2002,12,6,0,NA,1.4
2002,12,7,0,NA,2.5
2002,12,8,0,NA,0
2002,12,9,0,NA,-0.7
2002,12,10,0,NA,-0.6
2002,12,11,0,NA,0.6
2002,12,12,0,NA,-0.1
2002,12,13,0,NA,1.9
2002,12,14,0,NA,1.2
2002,12,15,0,NA,0.1
2002,12,16,2.9,NA,-1.1
2002,12,17,42.4,NA,3.8
2002,12,18,5.2,NA,0.5
2002,12,19,0.9,NA,3.5
2002,12,20,3.1,NA,6.4
2002,12,21,2.2,NA,6.2
2002,12,22,0.6,NA,6.4
2002,12,23,0,NA,2.5
2002,12,24,0,NA,0.3
2002,12,25,0,NA,1.9
2002,12,26,0,NA,3.5
2002,12,27,5.5,NA,3.7
2002,12,28,3.2,NA,3.5
2002,12,29,12.2,NA,3.8
2002,12,30,19.1,NA,3.9
2002,12,31,2.7,NA,3.7
2003,1,1,0,NA,3.9
2003,1,2,0,NA,3.2
2003,1,3,0,NA,4.1
2003,1,4,0,NA,-0.1
2003,1,5,0,NA,1.1
2003,1,6,0,NA,1.2
2003,1,7,0,NA,2.8
2003,1,8,2.7,NA,4.1
2003,1,9,1,NA,2.3
2003,1,10,11,NA,6.2
2003,1,11,9.2,NA,4.3
2003,1,12,0,NA,4.1
2003,1,13,7.5,NA,4.4
2003,1,14,0,NA,3.6
2003,1,15,0,NA,3
2003,1,16,7.8,NA,5.5
2003,1,17,0,NA,4.8
2003,1,18,0,NA,5.1
2003,1,19,3.4,NA,3.5
2003,1,20,1.8,NA,3.3
2003,1,21,0,NA,4.2
2003,1,22,0,NA,3.2
2003,1,23,7.8,NA,2.4
2003,1,24,14.9,NA,4.8
2003,1,25,8.1,NA,5.5
2003,1,26,2.1,NA,5.7
2003,1,27,0,NA,5.4
2003,1,28,4.3,NA,4.8
2003,1,29,2.1,NA,4.1
2003,1,30,0,NA,2.4
2003,1,31,0.2,NA,2.8
2003,2,1,12.3,NA,3.5
2003,2,2,5.4,NA,4.6
2003,2,3,13.6,NA,3.9
2003,2,4,1,NA,4.6
2003,2,5,0,NA,3.9
2003,2,6,0,NA,4.8
2003,2,7,0,NA,5.6
2003,2,8,0,NA,5.3
2003,2,9,0,NA,1.6
2003,2,10,16.7,NA,3.2
2003,2,11,7.2,NA,1.6
2003,2,12,4.3,NA,3.9
2003,2,13,1.7,NA,2.2
2003,2,14,0,NA,2.4
2003,2,15,0,NA,5.2
2003,2,16,9.6,NA,5.1
2003,2,17,2.1,NA,5.4
2003,2,18,14.6,NA,5.9
2003,2,19,8.1,NA,2
2003,2,20,0,NA,4.5
2003,2,21,2.2,NA,3.8
2003,2,22,15,NA,5.8
2003,2,23,2.5,NA,4.6
2003,2,24,3.5,NA,5.9
2003,2,25,2.2,NA,6.8
2003,2,26,16.7,NA,4.8
2003,2,27,2.3,NA,6.6
2003,2,28,3,NA,6
2003,3,1,4.3,NA,4.2
2003,3,2,2.2,NA,3.5
2003,3,3,2.8,NA,4.2
2003,3,4,2.7,NA,6.7
2003,3,5,0,NA,5.6
2003,3,6,0,NA,2.6
2003,3,7,0,NA,2.8
2003,3,8,0,NA,3.6
2003,3,9,0,NA,3
2003,3,10,0,NA,3.5
2003,3,11,0,NA,2.4
2003,3,12,0,NA,4
2003,3,13,7.1,NA,3.4
2003,3,14,0,NA,3.6
2003,3,15,0,NA,0.2
2003,3,16,1.2,NA,0.6
2003,3,17,13.2,NA,0.8
2003,3,18,12,NA,3.5
2003,3,19,5.2,NA,5.4
2003,3,20,4,NA,5.6
2003,3,21,8.4,NA,5.8
2003,3,22,2.8,NA,4.8
2003,3,23,6,NA,5.4
2003,3,24,3.4,NA,4.5
2003,3,25,3.5,NA,4.4
2003,3,26,0,NA,3
2003,3,27,0,NA,0.9
2003,3,28,31.5,NA,2.1
2003,3,29,0.5,NA,2.8
2003,3,30,4.7,NA,2.7
2003,3,31,2.8,NA,3
2003,4,1,2,NA,6.6
2003,4,2,15.4,NA,5.9
2003,4,3,0,NA,3.6
2003,4,4,3.1,NA,4.4
2003,4,5,0.6,NA,2
2003,4,6,0,NA,1.7
