"year","month","day","Pp","Tmax","Tmin"
2003,4,7,0,NA,3.1
2003,4,8,0,NA,1.8
2003,4,9,0,NA,-2.3
2003,4,10,0,NA,-1.6
2003,4,11,0,NA,0.8
2003,4,12,0,NA,1.8
2003,4,13,0,NA,-0.9
2003,4,14,0,NA,-0.6
2003,4,15,0.2,NA,-0.3
2003,4,16,3,NA,1.7
2003,4,17,0,NA,1.5
2003,4,18,0,NA,-5.6
2003,4,19,0,NA,-5.8
2003,4,20,0,NA,-5.3
2003,4,21,0,NA,-2.9
2003,4,22,0,NA,0.5
2003,4,23,0,NA,0.7
2003,4,24,0,NA,-0.9
2003,4,25,0,NA,1
2003,4,26,0,NA,2.1
2003,4,27,0,NA,1.6
2003,4,28,0,NA,-0.5
2003,4,29,0,NA,0.1
2003,4,30,0,NA,-0.1
2003,5,1,0,NA,-0.6
2003,5,2,0,NA,-1.2
2003,5,3,0,NA,2.4
2003,5,4,0,NA,0.5
2003,5,5,0,NA,-4.8
2003,5,6,0,NA,-2.5
2003,5,7,0,NA,-3.7
2003,5,8,0,NA,-4.8
2003,5,9,0,NA,-5.3
2003,5,10,0,NA,-6.2
2003,5,11,0,NA,-0.1
2003,5,12,0,NA,-3.5
2003,5,13,0.6,NA,2
2003,5,14,0,NA,3.1
2003,5,15,0,NA,1.5
2003,5,16,0,NA,2.6
2003,5,17,0,NA,0.3
2003,5,18,1.9,NA,3.3
2003,5,19,2.2,NA,1.8
2003,5,20,0,NA,1.2
2003,5,21,0,NA,-2.8
2003,5,22,0,NA,-5.4
2003,5,23,0,NA,-5.6
2003,5,24,0,NA,-4.7
2003,5,25,0,NA,-6.3
2003,5,26,0,NA,-8.2
2003,5,27,0,NA,-9.1
2003,5,28,0,NA,-9.2
2003,5,29,0,NA,-6.2
2003,5,30,0,NA,-6.4
2003,5,31,0,NA,-6.7
2003,6,1,0,NA,-6.5
2003,6,2,0,NA,-6.8
2003,6,3,0,NA,-6.5
2003,6,4,0,NA,-7.7
2003,6,5,0,NA,-10
2003,6,6,0,NA,-9
2003,6,7,0,NA,-7.4
2003,6,8,0,NA,-5.2
2003,6,9,0,NA,-5.7
2003,6,10,0,NA,-6.4
2003,6,11,0,NA,-8.1
2003,6,12,0,NA,-7.1
2003,6,13,0,NA,-8.3
2003,6,14,0,NA,-6.9
2003,6,15,0,NA,-8
2003,6,16,0,NA,-8.1
2003,6,17,0,NA,-8.6
2003,6,18,0,NA,-10.2
2003,6,19,0,NA,-10
2003,6,20,0,NA,-3.5
2003,6,21,0,NA,-10.1
2003,6,22,0,NA,-9.8
2003,6,23,0,NA,-9.6
2003,6,24,0,NA,-9.3
2003,6,25,0,NA,-9.8
2003,6,26,0,NA,-7.2
2003,6,27,0,NA,-5.8
2003,6,28,0,NA,-9
2003,6,29,0,NA,-8
2003,6,30,0,NA,-5.8
2003,7,1,0,NA,-7
2003,7,2,0,NA,-8.8
2003,7,3,0,NA,-7.2
2003,7,4,0,NA,-6.6
2003,7,5,0,NA,-7.5
2003,7,6,0,NA,-10.8
2003,7,7,0,NA,-11.4
2003,7,8,0,NA,-11.2
2003,7,9,0,NA,-10.4
2003,7,10,0,NA,-9.8
2003,7,11,0,NA,-8.3
2003,7,12,0,NA,-6.8
2003,7,13,0,NA,-4.3
2003,7,14,0,NA,-5.1
2003,7,15,0,NA,-9.4
2003,7,16,0,NA,-9.3
2003,7,17,0,NA,-6.2
2003,7,18,1.8,NA,1.6
2003,7,19,0,NA,2.2
2003,7,20,0,NA,2.9
2003,7,21,0,NA,-4.2
2003,7,22,0,NA,-7.4
2003,7,23,0,NA,-7.8
2003,7,24,0,NA,-6.8
2003,7,25,0,NA,-6.7
2003,7,26,0,NA,-4.6
2003,7,27,0,NA,-5.1
2003,7,28,0,NA,-5.6
2003,7,29,0,NA,-4.7
2003,7,30,0,NA,-6
2003,7,31,0,NA,-6.9
2003,8,1,0,NA,-3.5
2003,8,2,3.7,NA,-5.3
2003,8,3,0,NA,1.2
2003,8,4,0,NA,1.1
2003,8,5,0,NA,-7.2
2003,8,6,0,NA,-7.4
2003,8,7,0,NA,-4.1
2003,8,8,0,NA,-7.5
2003,8,9,3.4,NA,-7.2
2003,8,10,1.8,NA,-1
2003,8,11,0,NA,-4.8
2003,8,12,0,NA,-6
2003,8,13,0,NA,-7.6
2003,8,14,0,NA,-8.6
2003,8,15,0,NA,-8.4
2003,8,16,0,NA,-9.7
2003,8,17,0,NA,-11
2003,8,18,0,NA,-7
2003,8,19,0,NA,-8
2003,8,20,0,NA,-8.9
2003,8,21,0,NA,-7.1
2003,8,22,0,NA,-7.4
2003,8,23,0,NA,-6.9
2003,8,24,0,NA,-2.3
2003,8,25,0,NA,-5.8
2003,8,26,0,NA,-4.4
2003,8,27,0,NA,1.9
2003,8,28,0,NA,-3.2
2003,8,29,0,NA,-5.9
2003,8,30,0,NA,-9.1
2003,8,31,0,NA,-6.6
2003,9,1,0,NA,-5.4
2003,9,2,0,NA,-5.2
2003,9,3,0,NA,-3.7
2003,9,4,0,NA,-4.1
2003,9,5,0,NA,-3.8
2003,9,6,0,NA,-1.7
2003,9,7,0,NA,-4.4
2003,9,8,0,NA,-8.6
2003,9,9,0,NA,-8.9
2003,9,10,0,NA,-6.9
2003,9,11,1.5,NA,-2.9
2003,9,12,0,NA,-0.3
2003,9,13,0,NA,-6.9
2003,9,14,0,NA,2.6
2003,9,15,0,NA,-6.4
2003,9,16,0,NA,-5.6
2003,9,17,0,NA,-7.2
2003,9,18,0,NA,-5.2
2003,9,19,0,NA,-5
2003,9,20,0,NA,0.2
2003,9,21,0,NA,-1.9
2003,9,22,0,NA,1.2
2003,9,23,0.2,NA,1.1
2003,9,24,0,NA,0.4
2003,9,25,0,NA,-6.5
2003,9,26,0,NA,-10.2
2003,9,27,0,NA,-6.8
2003,9,28,0,NA,-8.4
2003,9,29,0,NA,-5.2
2003,9,30,0,NA,-4.3
2003,10,1,0,NA,-3
2003,10,2,0,NA,-2.4
2003,10,3,0,NA,-4
2003,10,4,0,NA,-3.9
2003,10,5,0,NA,-4.1
2003,10,6,0,NA,-4.8
2003,10,7,0,NA,-1.5
2003,10,8,0,NA,-6.8
2003,10,9,0,NA,-6.2
2003,10,10,0,NA,-5.2
2003,10,11,0,NA,-5.4
2003,10,12,0,NA,-3
2003,10,13,0,NA,-6.3
2003,10,14,0,NA,-2
2003,10,15,0,NA,-5
2003,10,16,0,NA,-3.6
2003,10,17,0,NA,-3.4
2003,10,18,0,NA,-4.7
2003,10,19,0,NA,-3.4
2003,10,20,0,NA,-3.3
2003,10,21,0,NA,-2.9
2003,10,22,0,NA,-3.1
2003,10,23,0,NA,-2.3
2003,10,24,0,NA,2
2003,10,25,0,NA,1.7
2003,10,26,0,NA,-2.6
2003,10,27,0,NA,-1.7
2003,10,28,8.2,NA,-0.7
2003,10,29,0,NA,3.9
2003,10,30,0,NA,3.8
2003,10,31,0,NA,2.3
2003,11,1,0,NA,-0.4
2003,11,2,0,NA,-2.8
2003,11,3,0,NA,-0.1
2003,11,4,0,NA,-3.7
2003,11,5,0,NA,-6.6
2003,11,6,0,NA,-0.9
2003,11,7,0,NA,-6.3
2003,11,8,0,NA,-1.4
2003,11,9,0,NA,-1.8
2003,11,10,2.6,NA,1.5
2003,11,11,0.4,NA,-1.4
2003,11,12,0,NA,-2.1
2003,11,13,0,NA,3.1
2003,11,14,0,NA,1.7
2003,11,15,0,NA,-1.2
2003,11,16,0,NA,-3.3
2003,11,17,0,NA,-5.1
2003,11,18,0,NA,-6.5
2003,11,19,0,NA,-5.9
2003,11,20,0,NA,-6.4
2003,11,21,0,NA,0.5
2003,11,22,0,NA,-1.7
2003,11,23,0,NA,-1.2
2003,11,24,0,NA,0.9
2003,11,25,0,NA,-0.1
2003,11,26,0,NA,0.3
2003,11,27,0,NA,2.1
2003,11,28,0,NA,4.1
2003,11,29,0,NA,-1.9
2003,11,30,0,NA,0.1
2003,12,1,0,NA,1.5
2003,12,2,0,NA,0.6
2003,12,3,0,NA,-3.6
2003,12,4,0,NA,-3.3
2003,12,5,0,NA,-1.6
2003,12,6,0,NA,-1.8
2003,12,7,0,NA,0.5
2003,12,8,0,NA,1.9
2003,12,9,0,NA,3.2
2003,12,10,0,NA,3.4
2003,12,11,0,NA,-0.6
2003,12,12,0,NA,-0.8
2003,12,13,0,NA,3
2003,12,14,0,NA,-1.2
2003,12,15,0,NA,-1.8
2003,12,16,0,NA,1.7
2003,12,17,0.7,NA,1.8
2003,12,18,7.4,NA,1.2
2003,12,19,6.9,NA,1.9
2003,12,20,9.3,NA,5.2
2003,12,21,14.4,NA,3.3
2003,12,22,0,NA,5
2003,12,23,4.6,NA,4.5
2003,12,24,9.6,NA,5.8
2003,12,25,10.1,NA,4.5
2003,12,26,16.4,NA,4.7
2003,12,27,0,NA,5.8
2003,12,28,0,NA,2.9
2003,12,29,0,NA,2.3
2003,12,30,3,NA,5.9
2003,12,31,0,NA,5.3
2004,1,1,2.6,NA,6
2004,1,2,0.7,NA,3.3
2004,1,3,23.5,NA,5.8
2004,1,4,25.8,NA,5.1
2004,1,5,18.6,NA,3.3
2004,1,6,1.6,NA,4.4
2004,1,7,25,NA,6.2
2004,1,8,6.5,NA,3.8
2004,1,9,0,NA,6
2004,1,10,0.6,NA,5
2004,1,11,14.9,NA,5.6
2004,1,12,5.1,NA,5.8
2004,1,13,0,NA,6
2004,1,14,0,NA,5.3
2004,1,15,0,NA,2.8
2004,1,16,0.4,NA,3.7
2004,1,17,1.9,NA,4.6
2004,1,18,0.6,NA,3.6
2004,1,19,0,NA,3.1
2004,1,20,0,NA,3.3
2004,1,21,0,NA,2.1
2004,1,22,5.1,NA,2
2004,1,23,18.1,NA,2.3
2004,1,24,0.7,NA,0.5
2004,1,25,19.7,NA,4.2
2004,1,26,3.7,NA,3
2004,1,27,3,NA,2.9
2004,1,28,3,NA,3.1
2004,1,29,0,NA,2.9
2004,1,30,0,NA,3
2004,1,31,0,NA,3.5
2004,2,1,0,NA,4.3
2004,2,2,3.4,NA,2.6
2004,2,3,7.7,NA,4.8
2004,2,4,13.4,NA,2.7
2004,2,5,41.3,NA,5
2004,2,6,19.3,NA,3.5
2004,2,7,15.5,NA,6.3
2004,2,8,2.8,NA,5.2
2004,2,9,8.4,NA,6.2
2004,2,10,26.7,NA,5.2
2004,2,11,5.1,NA,2.6
2004,2,12,0,NA,6.4
2004,2,13,0,NA,3.6
2004,2,14,0,NA,5.4
2004,2,15,0,NA,3.4
2004,2,16,0,NA,0.6
2004,2,17,3.8,NA,2.2
2004,2,18,0,NA,4
2004,2,19,3.5,NA,1.4
2004,2,20,0,NA,1.6
2004,2,21,0,NA,5.6
2004,2,22,0,NA,-1
2004,2,23,0,NA,2.4
2004,2,24,0,NA,0.2
2004,2,25,0,NA,0.4
2004,2,26,0,NA,3
2004,2,27,0,NA,3.4
2004,2,28,0,NA,2.6
2004,2,29,0,NA,1.9
2004,3,1,4,NA,2
2004,3,2,0,NA,1.4
2004,3,3,2.7,NA,1.9
2004,3,4,0,NA,3.2
2004,3,5,0,NA,1.5
2004,3,6,0,NA,1.9
2004,3,7,11.1,NA,2.7
2004,3,8,7.9,NA,3.2
2004,3,9,4.9,NA,2.2
2004,3,10,15.6,NA,3.9
2004,3,11,4.3,NA,3.3
2004,3,12,1.3,NA,4
2004,3,13,0,NA,2.1
2004,3,14,3.3,NA,1.7
2004,3,15,1.4,NA,3.5
2004,3,16,0,NA,4.6
2004,3,17,0,NA,2.7
2004,3,18,0,NA,1.2
2004,3,19,0,NA,3.2
2004,3,20,9.1,NA,3.8
2004,3,21,23.2,NA,3.4
2004,3,22,33.5,NA,3.8
2004,3,23,0.7,NA,0.7
2004,3,24,0,NA,5.2
2004,3,25,0,NA,4.3
2004,3,26,0,NA,2.8
2004,3,27,0,NA,2.5
2004,3,28,0,NA,4.6
2004,3,29,47.2,NA,2
2004,3,30,6.4,NA,3.4
2004,3,31,0,NA,5.4
2004,4,1,0,NA,5.8
2004,4,2,0.7,NA,3.5
2004,4,3,0,NA,4.1
2004,4,4,0,NA,5.2
2004,4,5,3.4,NA,3.8
2004,4,6,0,NA,1.4
2004,4,7,0,NA,2.5
2004,4,8,0,NA,1.8
2004,4,9,0,NA,2.6
2004,4,10,1.4,NA,2.1
2004,4,11,0,NA,0.4
2004,4,12,0.6,NA,-0.8
2004,4,13,0,NA,-0.5
2004,4,14,0,NA,-0.4
2004,4,15,0,NA,1.1
2004,4,16,0,NA,1.2
2004,4,17,3.9,NA,0.8
2004,4,18,0,NA,1
2004,4,19,0,NA,1.8
2004,4,20,0,NA,0.3
2004,4,21,0,NA,-2.8
2004,4,22,0,NA,-3.2
2004,4,23,0,NA,-2.6
2004,4,24,0,NA,-2.7
2004,4,25,2.1,NA,-2.4
2004,4,26,0,NA,3.3
2004,4,27,0,NA,-0.5
2004,4,28,0,NA,-1.6
2004,4,29,0,NA,-2
2004,4,30,0,NA,-1.1
2004,5,1,0,NA,-1.1
2004,5,2,0,NA,-1.7
2004,5,3,0,NA,-1.3
2004,5,4,0,NA,0.9
2004,5,5,0,NA,-4.4
2004,5,6,0,NA,-6.4
2004,5,7,0,NA,-7.1
2004,5,8,0,NA,-7.2
2004,5,9,0,NA,-7
2004,5,10,0,NA,-6.3
2004,5,11,0,NA,-5.8
2004,5,12,0,NA,-6.9
2004,5,13,0,NA,-8.9
2004,5,14,0,NA,-9.6
2004,5,15,0,NA,-9.5
2004,5,16,0,NA,-8.9
2004,5,17,0,NA,-9
2004,5,18,0,NA,-9.3
2004,5,19,0,NA,-7.9
2004,5,20,0,NA,-6.2
2004,5,21,0,NA,-6.1
2004,5,22,0,NA,-7.3
2004,5,23,0,NA,-7.6
2004,5,24,0,NA,-7.7
2004,5,25,0,NA,-5.7
2004,5,26,0,NA,-7.2
2004,5,27,0,NA,-8.8
2004,5,28,0,NA,-10.7
2004,5,29,0,NA,-10.6
2004,5,30,0,NA,-8.5
2004,5,31,0,NA,-11.1
2004,6,1,0,NA,-10.8
2004,6,2,0,NA,-11.4
2004,6,3,0,NA,-11.2
2004,6,4,0,NA,-8.1
2004,6,5,0,NA,-9.6
2004,6,6,0,NA,-9
2004,6,7,0,NA,-6.9
2004,6,8,0,NA,-6.5
2004,6,9,0,NA,-6.1
2004,6,10,0,NA,-6.9
2004,6,11,0,NA,-9.4
2004,6,12,0,NA,-8.5
2004,6,13,0,NA,-9
2004,6,14,0,NA,-9.3
2004,6,15,0,NA,-8
2004,6,16,0,NA,-5.4
2004,6,17,0,NA,-6.7
2004,6,18,0,NA,-7.3
2004,6,19,0,NA,-8.1
2004,6,20,0,NA,-10
2004,6,21,0,NA,-9.3
2004,6,22,0,NA,-8.4
2004,6,23,0,NA,-8.5
2004,6,24,0,NA,1
2004,6,25,0,NA,-4.5
2004,6,26,0,NA,-8.3
2004,6,27,0,NA,-5.6
2004,6,28,0,NA,-6.1
2004,6,29,0,NA,-4
2004,6,30,0,NA,-3.3
2004,7,1,1.2,NA,1.4
2004,7,2,2.4,NA,-1.9
2004,7,3,11.1,NA,0.4
2004,7,4,4.2,NA,0.5
2004,7,5,0,NA,-1.8
2004,7,6,0,NA,0.8
2004,7,7,0,NA,-3.8
2004,7,8,0,NA,-7.9
2004,7,9,0,NA,-8.1
2004,7,10,0,NA,-8.6
2004,7,11,0,NA,-6.5
2004,7,12,0,NA,-6.4
2004,7,13,0,NA,-8.2
2004,7,14,0,NA,-8.1
2004,7,15,0,NA,-7.5
2004,7,16,0,NA,-7.2
2004,7,17,1,NA,-4.2
2004,7,18,0,NA,-5.2
2004,7,19,0,NA,-10.6
2004,7,20,0,NA,-9.6
2004,7,21,0,NA,-7.6
2004,7,22,0,NA,-10.1
2004,7,23,0,NA,-9.1
2004,7,24,0,NA,-9.4
2004,7,25,0,NA,-8.1
2004,7,26,0,NA,-4.2
2004,7,27,0,NA,-6
2004,7,28,0,NA,-6.4
2004,7,29,0,NA,-6
2004,7,30,0,NA,-4.2
2004,7,31,0,NA,-5.9
2004,8,1,0,NA,-6.4
2004,8,2,0,NA,-5.5
2004,8,3,0,NA,-7
2004,8,4,0,NA,-6.3
2004,8,5,0,NA,-6.1
2004,8,6,0,NA,-7.1
2004,8,7,0,NA,-4.9
2004,8,8,0,NA,-4.2
2004,8,9,0,NA,-4.8
2004,8,10,0,NA,-5.2
2004,8,11,4.9,NA,-5.1
2004,8,12,0,NA,0.2
2004,8,13,0,NA,-3.8
2004,8,14,0,NA,-5.1
2004,8,15,0,NA,-5.2
2004,8,16,0,NA,-2.6
2004,8,17,0,NA,-4.7
2004,8,18,0,NA,0.4
2004,8,19,0,NA,0.6
2004,8,20,0,NA,-3.7
2004,8,21,0,NA,-3.4
2004,8,22,0,NA,-1.6
2004,8,23,1.2,NA,-1.1
2004,8,24,2.6,NA,-1.2
2004,8,25,0,NA,-0.6
2004,8,26,0,NA,-6.2
2004,8,27,0,NA,-9
2004,8,28,0,NA,-8.7
2004,8,29,1.5,NA,-2.8
2004,8,30,0,NA,1.2
2004,8,31,0.9,NA,-0.4
2004,9,1,0,NA,0.5
2004,9,2,5.9,NA,0.8
2004,9,3,0,NA,0.1
2004,9,4,0,NA,-0.1
2004,9,5,0,NA,-3.9
2004,9,6,0,NA,-3.7
2004,9,7,0,NA,-5.1
2004,9,8,3.9,NA,-3.4
2004,9,9,0,NA,1.6
2004,9,10,0,NA,-0.4
2004,9,11,0,NA,-3.5
2004,9,12,0,NA,-3.4
2004,9,13,0,NA,-5.3
2004,9,14,0,NA,-5.6
2004,9,15,0,NA,-5.4
2004,9,16,0,NA,-6.1
2004,9,17,0,NA,-5.4
2004,9,18,0,NA,-5.7
2004,9,19,0,NA,-5.6
2004,9,20,0,NA,-5.4
2004,9,21,0,NA,-4.6
2004,9,22,0,NA,-1.4
2004,9,23,0,NA,-1.1
2004,9,24,12.9,NA,-0.2
2004,9,25,0,NA,1.6
2004,9,26,4.6,NA,0.1
2004,9,27,0,NA,1.5
2004,9,28,0,NA,-0.3
2004,9,29,0,NA,-2.6
2004,9,30,0,NA,1.3
2004,10,1,0,NA,-2.4
2004,10,2,0,NA,-4.1
2004,10,3,0,NA,-5.4
2004,10,4,0,NA,-3.4
2004,10,5,0,NA,2.4
2004,10,6,0,NA,-1.9
2004,10,7,0,NA,-2
2004,10,8,0,NA,-1.5
2004,10,9,0,NA,-1.8
2004,10,10,0,NA,-1.3
2004,10,11,0,NA,-2
2004,10,12,0,NA,0.3
2004,10,13,0,NA,-3.7
2004,10,14,2.9,NA,-2.9
2004,10,15,0.6,NA,2.4
2004,10,16,0,NA,-1.2
2004,10,17,0,NA,-1.9
2004,10,18,0,NA,-2.9
2004,10,19,0,NA,-2.4
2004,10,20,0,NA,0.3
2004,10,21,0,NA,0.2
2004,10,22,0,NA,-2.6
2004,10,23,0,NA,-3.7
2004,10,24,0,NA,-2.9
2004,10,25,0,NA,-5.1
2004,10,26,0,NA,-5.5
2004,10,27,0,NA,-5.2
2004,10,28,0,NA,-5.1
2004,10,29,0,NA,-2.1
2004,10,30,0,NA,-2.3
2004,10,31,0,NA,-1.6
2004,11,1,0,NA,1.3
2004,11,2,0,NA,-0.1
2004,11,3,0,NA,-1.4
2004,11,4,0,NA,-0.1
2004,11,5,0,NA,-1.5
2004,11,6,0,NA,-1.4
2004,11,7,0,NA,4.3
2004,11,8,0,NA,0.4
2004,11,9,0,NA,0.6
2004,11,10,0,NA,-1.9
2004,11,11,0,NA,-3.2
2004,11,12,0,NA,-2.1
2004,11,13,0,NA,-1.2
2004,11,14,0,NA,0.6
2004,11,15,0,NA,0.2
2004,11,16,0,NA,0.4
2004,11,17,0,NA,-2.2
2004,11,18,0,NA,-1
2004,11,19,0,NA,2.1
2004,11,20,0,NA,-0.1
2004,11,21,0,NA,-2
2004,11,22,0,NA,-0.1
2004,11,23,0,NA,-2.5
2004,11,24,0,NA,-3.2
2004,11,25,0,NA,-3.1
2004,11,26,0,NA,-2.4
2004,11,27,0,NA,-1.4
2004,11,28,0,NA,-1.8
2004,11,29,0,NA,-2.6
2004,11,30,0,NA,-1.2
2004,12,1,0,NA,1.1
2004,12,2,0,NA,-2.4
2004,12,3,0,NA,-2.3
2004,12,4,0,NA,1.3
2004,12,5,0,NA,2.8
2004,12,6,0,NA,1
2004,12,7,0,NA,0.1
2004,12,8,0,NA,-0.8
2004,12,9,0,NA,-0.9
2004,12,10,3.4,NA,2.6
2004,12,11,3.5,NA,2.1
2004,12,12,4.7,NA,2.6
2004,12,13,16.9,NA,4.4
2004,12,14,3.4,NA,5.1
2004,12,15,0,NA,6.5
2004,12,16,0,NA,5.5
2004,12,17,0,NA,4.2
2004,12,18,8.4,NA,4.8
2004,12,19,1.6,NA,4
2004,12,20,0,NA,6
2004,12,21,0,NA,3.1
2004,12,22,0,NA,2.2
2004,12,23,0,NA,2
2004,12,24,0,NA,2.1
2004,12,25,0,NA,1.4
2004,12,26,0,NA,-0.7
2004,12,27,0,NA,2.4
2004,12,28,0,NA,2.2
2004,12,29,0.8,NA,1.8
2004,12,30,5.8,NA,1.9
2004,12,31,3.6,NA,3.3
2005,1,1,3.7,NA,4.5
2005,1,2,4,NA,5.6
2005,1,3,3.3,NA,5.5
2005,1,4,0,NA,4.2
2005,1,5,0,NA,2.1
2005,1,6,0.3,NA,2.2
2005,1,7,15.6,NA,3.1
2005,1,8,0,NA,2.9
2005,1,9,4.8,NA,6.2
2005,1,10,27.6,NA,6.6
2005,1,11,5.6,NA,3.3
2005,1,12,3.2,NA,5.1
2005,1,13,3.2,NA,7
2005,1,14,0,NA,6.4
2005,1,15,0,NA,4.9
2005,1,16,0,NA,1
2005,1,17,0,NA,1.2
2005,1,18,3.7,NA,3.9
2005,1,19,2.5,NA,5.2
2005,1,20,6.1,NA,5.4
2005,1,21,0,NA,4.3
2005,1,22,0,NA,1
2005,1,23,0,NA,2.2
2005,1,24,0,NA,1.8
2005,1,25,0,NA,2
2005,1,26,0,NA,2.6
2005,1,27,0,NA,0.3
2005,1,28,0,NA,1.6
2005,1,29,0,NA,1.4
2005,1,30,0,NA,1.2
2005,1,31,13,NA,2.8
2005,2,1,0,NA,2.6
2005,2,2,33.5,NA,5.4
2005,2,3,18.6,NA,0.7
2005,2,4,12.4,NA,0.3
2005,2,5,0,NA,0.2
2005,2,6,0,NA,0.9
2005,2,7,0,NA,0.5
2005,2,8,4.5,NA,2.5
2005,2,9,9,NA,3.5
2005,2,10,2,NA,5.1
2005,2,11,8.7,NA,7.2
2005,2,12,10.3,NA,5.4
2005,2,13,0,NA,3
2005,2,14,2.2,NA,2
2005,2,15,1.9,NA,4.7
2005,2,16,6.5,NA,6.1
2005,2,17,13.2,NA,6.5
2005,2,18,1.5,NA,3.9
2005,2,19,4.9,NA,5.6
2005,2,20,20.7,NA,5.3
2005,2,21,7.1,NA,3.9
2005,2,22,2,NA,4.8
2005,2,23,0,NA,3.8
2005,2,24,13.5,NA,5.5
2005,2,25,0,NA,2.9
2005,2,26,0,NA,6.4
2005,2,27,0,NA,5.6
2005,2,28,0,NA,0.9
2005,3,1,0,NA,1
2005,3,2,0,NA,1.4
2005,3,3,0,NA,2.4
2005,3,4,0.3,NA,4.1
2005,3,5,0,NA,1.2
2005,3,6,1.9,NA,2
2005,3,7,0,NA,4.5
2005,3,8,5.5,NA,6.7
2005,3,9,7.2,NA,5.9
2005,3,10,18.4,NA,5.1
2005,3,11,2.1,NA,4.9
2005,3,12,0.5,NA,5.6
2005,3,13,0,NA,1.2
2005,3,14,0,NA,1.4
2005,3,15,0,NA,3.9
2005,3,16,0,NA,2.7
2005,3,17,0,NA,2.3
2005,3,18,0,NA,1.9
2005,3,19,0,NA,-0.1
2005,3,20,0,NA,0.1
2005,3,21,6.2,NA,3.1
2005,3,22,5.4,NA,4
2005,3,23,1.7,NA,5
2005,3,24,6.4,NA,4.6
2005,3,25,3.7,NA,4.8
2005,3,26,0.5,NA,4.1
2005,3,27,0,NA,2.9
2005,3,28,0,NA,3.5
2005,3,29,2.5,NA,2
2005,3,30,3.1,NA,3.6
2005,3,31,2.4,NA,3.1
2005,4,1,0,NA,5.2
2005,4,2,0,NA,4.7
2005,4,3,0,NA,5
2005,4,4,0,NA,2.8
2005,4,5,1.2,NA,3.7
2005,4,6,0.5,NA,5.9
2005,4,7,6.2,NA,2.6
2005,4,8,0,NA,2.3
2005,4,9,10.8,NA,2
2005,4,10,2.8,NA,2.8
2005,4,11,0,NA,1.9
2005,4,12,0,NA,2.4
2005,4,13,0.9,NA,1.4
2005,4,14,0,NA,1.2
2005,4,15,0.5,NA,2
2005,4,16,0,NA,3.8
2005,4,17,0,NA,1.2
2005,4,18,0,NA,0.5
2005,4,19,0,NA,-4.8
2005,4,20,0,NA,-4
2005,4,21,0,NA,-1.4
2005,4,22,0,NA,-1.8
2005,4,23,0,NA,-1.2
2005,4,24,0,NA,0.7
2005,4,25,0,NA,0.2
2005,4,26,0,NA,-1.7
2005,4,27,0,NA,-3.1
2005,4,28,0,NA,-4.4
2005,4,29,0,NA,-5.4
2005,4,30,0,NA,-1.9
2005,5,1,0,NA,0.9
2005,5,2,0,NA,-2.8
2005,5,3,0,NA,-2.4
2005,5,4,0,NA,-3.3
2005,5,5,0,NA,-3.6
2005,5,6,0,NA,-4.2
2005,5,7,0,NA,-6.8
2005,5,8,0,NA,-8.4
2005,5,9,0,NA,-8.9
2005,5,10,0,NA,-9
2005,5,11,0,NA,-7.3
2005,5,12,0,NA,-3.9
2005,5,13,0,NA,-2.2
2005,5,14,0,NA,-5.9
2005,5,15,0,NA,-4.9
2005,5,16,0,NA,-4.7
2005,5,17,0,NA,-1.5
2005,5,18,0,NA,-2.9
2005,5,19,0,NA,-5.2
2005,5,20,0,NA,-5.6
2005,5,21,0,NA,-6.8
2005,5,22,0,NA,-6.2
2005,5,23,0,NA,-9.1
2005,5,24,0,NA,-9.2
2005,5,25,0,NA,-10.2
2005,5,26,0,NA,-10
2005,5,27,0,NA,-10.3
2005,5,28,0,NA,-7.8
2005,5,29,0,NA,-7.6
2005,5,30,0,NA,-7.4
2005,5,31,0,NA,-8.2
2005,6,1,0,NA,-8.5
2005,6,2,0,NA,-11
2005,6,3,0,NA,-9.2
2005,6,4,0,NA,-8.4
2005,6,5,0,NA,-7.4
2005,6,6,0,NA,-7.5
2005,6,7,0,NA,-8.2
2005,6,8,0,NA,-9.9
2005,6,9,0,NA,-8.5
2005,6,10,0,NA,-10.1
2005,6,11,0,NA,-11
2005,6,12,0,NA,-11.9
2005,6,13,0,NA,-10
2005,6,14,0,NA,-9.1
2005,6,15,0,NA,-9.3
2005,6,16,0,NA,-8.9
2005,6,17,0,NA,-10.8
2005,6,18,0,NA,-10.1
2005,6,19,0,NA,-10.5
2005,6,20,0,NA,-11.7
2005,6,21,0,NA,-10.7
2005,6,22,0,NA,-9.6
2005,6,23,0,NA,-10.3
2005,6,24,0,NA,-9.8
2005,6,25,0,NA,-8.8
2005,6,26,0,NA,-9.8
2005,6,27,0,NA,-12.3
2005,6,28,0,NA,-11.6
2005,6,29,0,NA,-9.8
2005,6,30,0,NA,-8
2005,7,1,0,NA,-7.9
2005,7,2,0,NA,-3.4
2005,7,3,0,NA,-7.8
2005,7,4,0,NA,-7.1
2005,7,5,0,NA,-7.6
2005,7,6,0,NA,-6.1
2005,7,7,0,NA,-6.6
2005,7,8,0,NA,-6
2005,7,9,0,NA,-7.8
2005,7,10,0,NA,-8.7
2005,7,11,0,NA,-8
2005,7,12,0,NA,-8.9
2005,7,13,0,NA,-9
2005,7,14,0,NA,-9.6
2005,7,15,0,NA,-9.4
2005,7,16,0,NA,-9.5
2005,7,17,0,NA,-9.2
2005,7,18,0,NA,-8
2005,7,19,0,NA,-6.4
