,ho00000686,ho00000687,ho00000690,ho00000755,ho00000758,ho00000765,ho00000807,ho00000849,ho00000851,ho00000860,ho00158208,ho00158321,ho00158327,ho00000776,ho00000778,ho00000779,ho00000780,ho00000781,ho00000783,ho00000785,ho00000786,ho00000787,ho00000788
2009-03-31,92.69999999999999,100.00000000000001,80.3,89.02000000000001,83.50000000000001,71.69999999999999,72.9,47.0,49.0,54.300000000000004,66.64000000000001,11.809999999999999,55.3,89.8,59.7,153.4,111.4,72.2,113.0,62.3,42.9,47.8,91.1
2009-04-30,33.400000000000006,76.8,31.299999999999997,66.6,60.699999999999996,71.75,5.7,50.099999999999994,14.0,35.5,35.91,0.0,32.4,40.7,15.299999999999999,40.2,24.6,33.2,44.4,27.1,9.3,15.5,52.599999999999994
2009-05-31,6.5,8.200000000000001,2.4,0.0,0.0,0.3,0.0,1.4,0.0,0.0,0.41000000000000003,0.0,0.0,4.8,5.2,0.8,0.0,4.4,0.0,0.0,0.5,2.2,0.8
2009-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-31,6.4,8.899999999999999,14.9,7.8100000000000005,11.6,10.8,1.2,19.1,6.0,1.0,19.4,0.0,8.0,0.9,4.6,0.0,1.6,0.4,3.6,4.4,3.2,5.8,3.5
2009-08-31,0.3,0.0,4.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.5,0.0,0.0,0.2,0.0,0.0,0.0
2009-09-30,11.8,4.5,17.3,12.5,1.3,15.15,0.0,0.30000000000000004,6.9,2.1,8.719999999999999,0.0,0.0,25.2,9.2,4.6000000000000005,1.4,14.2,11.6,23.799999999999997,12.6,12.5,6.8
2009-10-31,16.3,20.6,14.600000000000001,3.0,0.0,6.25,0.0,0.0,0.0,2.4000000000000004,1.93,0.0,0.0,32.0,19.2,35.2,28.4,28.2,35.199999999999996,18.5,13.100000000000001,48.0,31.700000000000003
2009-11-30,213.00000000000003,199.6,141.6,44.99999999999999,20.1,55.199999999999996,8.3,14.8,7.300000000000001,85.5,43.309999999999995,0.02,114.1,94.39999999999999,111.80000000000003,77.8,152.8,91.1,82.0,69.0,58.8,124.39999999999999,72.1
2009-12-31,150.69999999999996,147.7,104.69999999999999,39.21,14.400000000000002,33.2,4.3,8.7,5.1,5.0,7.710000000000001,0.0,23.2,118.7,104.6,83.8,91.2,85.39999999999999,113.5,85.5,99.99999999999999,158.6,72.5
2010-01-31,339.5,278.0,206.3,194.62999999999994,63.9,162.65,18.700000000000003,,37.00000000000001,106.10000000000001,105.01,0.03,159.0,192.29999999999995,153.8,118.9,150.8,162.60000000000002,105.8,171.89999999999998,156.2,218.6,178.59999999999997
2010-02-28,153.9,94.9,91.0,136.30999999999997,88.89999999999999,189.8,53.300000000000004,,51.300000000000004,69.3,144.42,14.45,55.60000000000001,125.2,118.80000000000001,144.2,125.30000000000001,95.10000000000001,181.79999999999998,138.5,112.50000000000001,182.7,181.79999999999995
2010-03-31,126.7,112.0,148.50000000000003,75.51,44.0,85.05,14.500000000000002,,23.9,34.0,64.02,0.0,31.2,87.9,71.6,71.6,66.70000000000002,63.099999999999994,55.4,69.5,38.800000000000004,78.4,38.900000000000006
2010-04-30,45.099999999999994,19.0,9.8,37.010000000000005,15.1,26.5,4.6,,8.2,20.4,8.05,0.01,42.71,67.2,40.800000000000004,26.800000000000004,28.400000000000002,41.800000000000004,35.7,25.0,21.2,31.8,41.800000000000004
2010-05-31,4.5,9.9,0.0,5.71,11.8,7.199999999999999,0.0,,4.1,3.0,5.53,1.53,0.01,15.200000000000001,8.6,12.399999999999999,9.6,7.6,10.8,10.2,24.6,35.2,8.1
2010-06-30,0.0,0.0,1.7,0.0,0.0,0.4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0.9,0.0
2010-07-31,0.0,0.0,6.1,1.3,0.0,0.35,0.0,,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0
2010-08-31,6.9,11.3,4.7,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.01,0.8,2.6,0.0,0.0,2.3,0.0,3.7,0.0,4.7,4.6
2010-09-30,2.5,5.0,3.6,6.5,2.5,3.3,0.0,,0.0,0.01,2.7,0.0,0.0,0.4,0.0,0.0,2.4000000000000004,0.0,0.0,0.0,0.6,1.9,3.2
2010-10-31,59.100000000000016,46.800000000000004,57.900000000000006,9.3,10.9,10.2,0.5,,6.699999999999999,9.3,4.3999999999999995,0.0,0.0,26.1,24.8,28.4,21.2,25.6,17.7,61.099999999999994,47.300000000000004,42.5,30.500000000000004
2010-11-30,62.09999999999999,41.2,30.6,13.7,2.9,14.399999999999999,0.0,,0.0,4.2,0.41000000000000003,0.0,0.0,30.299999999999997,8.6,14.0,35.8,24.5,16.1,17.1,0.7,0.5,0.0
2010-12-31,183.5,191.4,143.39999999999998,108.59999999999998,128.2,113.05,35.00000000000001,,22.400000000000002,112.6,103.00999999999999,4.52,80.3,69.8,121.2,136.29999999999998,183.0,70.69999999999999,111.4,86.0,118.80000000000001,240.39999999999995,185.39999999999998
